@relation pacman-weka.filters.unsupervised.attribute.Remove-R32-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-Clast-Llast

@attribute pos_x numeric
@attribute pos_y numeric
@attribute ghost1_alive {0,1}
@attribute ghost2_alive {0,1}
@attribute ghost3_alive {0,1}
@attribute ghost4_alive {0,1}
@attribute ghost1_pos_x numeric
@attribute ghost1_pos_y numeric
@attribute ghost2_pos_x numeric
@attribute ghost2_pos_y numeric
@attribute ghost3_pos_x numeric
@attribute ghost3_pos_y numeric
@attribute ghost4_pos_x numeric
@attribute ghost4_pos_y numeric
@attribute distance_to_ghost1 numeric
@attribute distance_to_ghost2 numeric
@attribute distance_to_ghost3 numeric
@attribute distance_to_ghost4 numeric
@attribute relative_distance_ghost1_x numeric
@attribute relative_distance_ghost1_y numeric
@attribute relative_distance_ghost2_x numeric
@attribute relative_distance_ghost2_y numeric
@attribute relative_distance_ghost3_x numeric
@attribute relative_distance_ghost3_y numeric
@attribute relative_distance_ghost4_x numeric
@attribute relative_distance_ghost4_y numeric
@attribute legal_north {0,1}
@attribute legal_south {0,1}
@attribute legal_east {0,1}
@attribute legal_west {0,1}
@attribute score numeric
@attribute chosen_move {1,2,3,4,5}

@data
12,4,1,1,0,0,8,3,5,14,5,1,7,1,6,18,-1,-1,4,1,7,-10,7,3,5,3,1,1,1,1,391,2
12,3,1,1,0,0,8,3,6,14,5,1,7,1,5,18,-1,-1,4,0,6,-11,7,2,5,2,1,0,1,1,390,2
11,3,1,1,0,0,8,3,5,14,5,1,7,1,4,18,-1,-1,3,0,6,-11,6,2,4,2,1,0,1,1,389,4
10,3,1,1,0,0,8,3,5,13,5,1,7,1,3,16,-1,-1,2,0,5,-10,5,2,3,2,1,0,1,1,388,4
9,3,1,1,0,0,8,3,5,13,5,1,7,1,2,15,-1,-1,1,0,4,-10,4,2,2,2,1,0,1,1,387,4
8,3,0,1,0,0,1,1,5,14,5,1,7,1,-1,15,-1,-1,7,2,3,-11,3,2,1,2,1,0,1,1,386,4
8,4,0,1,0,0,1,1,5,14,5,1,7,1,-1,14,-1,-1,7,3,3,-10,3,3,1,3,1,1,1,1,585,1
8,5,0,1,0,0,1,1,5,14,5,1,7,1,-1,13,-1,-1,7,4,3,-9,3,4,1,4,1,1,1,1,584,1
8,6,0,1,0,0,1,1,5,14,5,1,7,1,-1,12,-1,-1,7,5,3,-8,3,5,1,5,1,1,1,1,583,1
8,7,0,1,0,0,1,1,6,14,5,1,7,1,-1,10,-1,-1,7,6,2,-7,3,6,1,6,1,1,1,1,582,1
8,8,0,1,0,0,1,1,5,14,5,1,7,1,-1,10,-1,-1,7,7,3,-6,3,7,1,7,1,1,1,1,581,1
8,9,0,1,0,0,1,1,4,14,5,1,7,1,-1,10,-1,-1,7,8,4,-5,3,8,1,8,1,1,1,1,580,1
8,10,0,1,0,0,1,1,4,14,5,1,7,1,-1,9,-1,-1,7,9,4,-4,3,9,1,9,1,1,1,1,579,1
8,11,0,1,0,0,1,1,4,14,5,1,7,1,-1,8,-1,-1,7,10,4,-3,3,10,1,10,1,1,1,1,578,1
8,12,0,1,0,0,1,1,4,13,5,1,7,1,-1,6,-1,-1,7,11,4,-1,3,11,1,11,1,1,1,1,577,1
8,13,0,1,0,0,1,1,4,13,5,1,7,1,-1,5,-1,-1,7,12,4,0,3,12,1,12,1,1,1,1,576,1
7,13,0,1,0,0,1,1,3,13,5,1,7,1,-1,5,-1,-1,6,12,4,0,2,12,0,12,1,1,1,1,575,4
6,13,0,1,0,0,1,1,4,13,5,1,7,1,-1,3,-1,-1,5,12,2,0,1,12,-1,12,1,1,1,1,574,4
5,13,0,1,0,0,1,1,4,14,5,1,7,1,-1,3,-1,-1,4,12,1,-1,0,12,-2,12,1,1,1,1,573,4
5,14,0,1,0,0,1,1,3,14,5,1,7,1,-1,3,-1,-1,4,13,2,0,0,13,-2,13,0,1,1,1,572,1
4,14,0,1,0,0,1,1,3,13,5,1,7,1,-1,3,-1,-1,3,13,1,1,-1,13,-3,13,0,1,1,1,571,4
12,11,1,1,1,1,5,6,5,11,12,6,13,12,13,8,6,3,7,5,7,0,0,5,-1,-1,1,1,1,1,0,1
12,12,1,1,1,0,5,6,5,12,12,5,7,1,14,8,8,-1,7,6,7,0,0,7,5,11,1,1,1,1,-1,1
11,12,1,1,1,0,5,6,4,12,11,5,7,1,13,8,8,-1,6,6,7,0,0,7,4,11,1,1,1,1,198,4
11,11,1,1,1,0,5,6,3,12,11,5,7,1,12,10,7,-1,6,5,8,-1,0,6,4,10,1,1,1,1,197,2
11,10,1,1,1,0,5,6,3,11,11,4,7,1,11,10,7,-1,6,4,8,-1,0,6,4,9,1,1,1,1,196,2
11,9,1,1,1,0,6,6,4,11,11,5,7,1,9,10,5,-1,5,3,7,-2,0,4,4,8,1,1,1,1,195,2
11,8,1,1,1,0,6,5,4,11,11,4,7,1,9,11,5,-1,5,3,7,-3,0,4,4,7,1,1,1,1,194,2
11,7,1,1,1,0,6,6,4,11,11,5,7,1,7,12,3,-1,5,1,7,-4,0,2,4,6,1,1,1,1,193,2
11,6,1,1,1,0,6,5,4,11,11,4,7,1,7,13,3,-1,5,1,7,-5,0,2,4,5,1,1,1,1,192,2
11,5,1,1,1,0,5,5,4,12,10,4,7,1,7,15,3,-1,6,0,7,-7,1,1,4,4,1,1,1,1,191,2
11,4,1,1,1,0,5,6,5,12,9,4,7,1,9,15,3,-1,6,-2,6,-8,2,0,4,3,1,1,1,1,190,2
10,4,1,1,1,0,5,7,5,12,9,4,7,1,9,14,2,-1,5,-3,5,-8,1,0,3,3,1,1,1,1,189,4
9,4,1,1,0,0,6,7,5,12,5,1,7,1,7,13,-1,-1,3,-3,4,-8,4,3,2,3,1,1,1,1,188,4
9,5,1,1,0,0,6,7,6,12,5,1,7,1,6,11,-1,-1,3,-2,3,-7,4,4,2,4,1,1,1,1,387,1
9,6,1,1,0,0,6,7,6,13,5,1,7,1,5,11,-1,-1,3,-1,3,-7,4,5,2,5,1,1,1,1,386,1
9,7,1,1,0,0,6,6,5,13,5,1,7,1,5,11,-1,-1,3,1,4,-6,4,6,2,6,1,1,1,1,385,1
9,6,1,1,0,0,6,7,5,13,5,1,7,1,5,12,-1,-1,3,-1,4,-7,4,5,2,5,1,1,1,1,384,2
9,7,1,1,0,0,6,8,5,12,5,1,7,1,5,10,-1,-1,3,-1,4,-5,4,6,2,6,1,1,1,1,383,1
9,8,1,1,0,0,6,7,6,12,5,1,7,1,5,8,-1,-1,3,1,3,-4,4,7,2,7,1,1,1,1,382,1
9,7,1,1,0,0,5,7,6,12,5,1,7,1,5,9,-1,-1,4,0,3,-5,4,6,2,6,1,1,1,1,381,2
8,7,1,1,0,0,5,8,5,12,5,1,7,1,5,9,-1,-1,3,-1,3,-5,3,6,1,6,1,1,1,1,380,4
8,8,1,1,0,0,6,8,5,12,5,1,7,1,3,8,-1,-1,2,0,3,-4,3,7,1,7,1,1,1,1,379,1
7,8,1,1,0,0,6,9,6,12,5,1,7,1,3,6,-1,-1,1,-1,1,-4,2,7,0,7,1,1,1,1,378,4
7,9,1,1,0,0,6,9,5,12,5,1,7,1,2,6,-1,-1,1,0,2,-3,2,8,0,8,1,1,1,1,377,1
6,9,0,1,0,0,1,1,5,13,5,1,7,1,-1,6,-1,-1,5,8,1,-4,1,8,-1,8,1,1,1,1,376,4
6,10,0,1,0,0,1,1,6,13,5,1,7,1,-1,4,-1,-1,5,9,0,-3,1,9,-1,9,1,1,1,0,575,1
6,11,0,1,0,0,1,1,5,13,5,1,7,1,-1,4,-1,-1,5,10,1,-2,1,10,-1,10,1,1,1,1,574,1
6,12,0,1,0,0,1,1,5,13,5,1,7,1,-1,3,-1,-1,5,11,1,-1,1,11,-1,11,1,1,1,1,573,1
6,13,0,1,0,0,1,1,5,12,5,1,7,1,-1,3,-1,-1,5,12,1,1,1,12,-1,12,1,1,1,1,572,1
6,12,0,1,0,0,1,1,5,12,5,1,7,1,-1,2,-1,-1,5,11,1,0,1,11,-1,11,1,1,1,1,571,2
12,11,1,1,1,1,6,6,5,11,14,6,13,12,12,8,8,3,6,5,7,0,-2,5,-1,-1,1,1,1,1,0,1
12,12,1,1,1,1,6,5,5,12,13,6,14,12,14,8,8,3,6,7,7,0,-1,6,-2,0,1,1,1,1,-1,1
13,12,1,1,1,1,6,4,5,12,13,7,14,11,16,9,6,3,7,8,8,0,0,5,-1,1,1,1,1,1,-2,3
13,11,1,1,1,1,6,4,5,13,13,6,14,10,15,11,6,3,7,7,8,-2,0,5,-1,1,1,1,1,1,-3,2
13,10,1,1,1,1,5,4,5,12,13,5,14,11,15,11,6,3,8,6,8,-2,0,5,-1,-1,1,1,1,1,-4,2
13,11,1,1,1,1,6,4,5,12,14,5,14,10,15,10,8,3,7,7,8,-1,-1,6,-1,1,1,1,1,1,-5,1
13,10,1,1,1,0,6,3,6,12,14,6,7,1,15,10,6,-1,7,7,7,-2,-1,4,6,9,1,1,1,1,-6,2
13,9,1,1,1,0,5,3,6,12,14,6,7,1,15,11,5,-1,8,6,7,-3,-1,3,6,8,1,1,1,1,193,2
13,8,1,1,1,0,4,3,6,13,15,6,7,1,15,13,5,-1,9,5,7,-5,-2,2,6,7,1,1,1,1,192,2
13,7,1,1,1,0,4,4,6,12,15,6,7,1,13,13,4,-1,9,3,7,-5,-2,1,6,6,1,1,1,1,191,2
13,6,1,1,1,0,3,4,7,12,16,6,7,1,13,13,4,-1,10,2,6,-6,-3,0,6,5,1,1,1,1,190,2
14,6,1,1,1,0,3,4,7,13,16,7,7,1,14,15,4,-1,11,2,7,-7,-2,-1,7,5,1,1,1,1,189,3
14,7,1,1,1,0,3,3,7,13,16,6,7,1,16,14,4,-1,11,4,7,-6,-2,1,7,6,1,1,1,1,188,1
14,6,1,1,1,0,3,4,7,13,16,6,7,1,14,15,3,-1,11,2,7,-7,-2,0,7,5,1,1,1,1,187,2
15,6,1,1,1,0,3,3,8,13,17,6,7,1,16,15,3,-1,12,3,7,-7,-2,0,8,5,1,1,1,1,186,3
16,6,1,1,1,0,3,4,9,13,17,5,7,1,16,15,3,-1,13,2,7,-7,-1,1,9,5,1,1,1,1,185,3
16,5,1,1,1,0,3,4,9,13,17,6,7,1,15,16,3,-1,13,1,7,-8,-1,-1,9,4,1,1,1,1,184,2
16,6,1,1,1,0,2,4,9,13,18,6,7,1,17,15,3,-1,14,2,7,-7,-2,0,9,5,1,1,1,1,183,1
17,6,1,1,1,0,2,5,10,13,18,7,7,1,17,15,3,-1,15,1,7,-7,-1,-1,10,5,1,1,1,1,182,3
17,7,1,1,1,0,1,5,10,12,18,8,7,1,19,13,3,-1,16,2,7,-5,-1,-1,10,6,1,1,1,1,181,1
17,8,1,1,0,0,1,6,10,11,5,1,7,1,19,11,-1,-1,16,2,7,-3,12,7,10,7,1,1,1,1,180,1
17,9,1,1,0,0,1,6,10,12,5,1,7,1,20,11,-1,-1,16,3,7,-3,12,8,10,8,1,1,1,1,379,1
17,10,1,1,0,0,1,6,9,12,5,1,7,1,21,11,-1,-1,16,4,8,-2,12,9,10,9,1,1,1,1,378,1
17,11,1,1,0,0,1,7,9,11,5,1,7,1,21,9,-1,-1,16,4,8,0,12,10,10,10,1,1,1,1,377,1
16,11,1,1,0,0,1,7,9,12,5,1,7,1,20,9,-1,-1,15,4,7,-1,11,10,9,10,1,1,1,1,376,4
16,12,1,1,0,0,1,6,10,12,5,1,7,1,22,7,-1,-1,15,6,6,0,11,11,9,11,1,1,1,1,375,1
15,12,1,1,0,0,1,6,11,12,5,1,7,1,21,5,-1,-1,14,6,4,0,10,11,8,11,1,1,1,1,374,4
14,12,1,1,0,0,1,5,10,12,5,1,7,1,21,5,-1,-1,13,7,4,0,9,11,7,11,1,1,1,1,373,4
13,12,1,1,0,0,2,5,10,12,5,1,7,1,19,4,-1,-1,11,7,3,0,8,11,6,11,1,1,1,1,372,4
12,12,1,1,0,0,2,6,10,11,5,1,7,1,17,4,-1,-1,10,6,2,1,7,11,5,11,1,1,1,1,371,4
12,11,1,1,0,0,2,5,10,11,5,1,7,1,17,3,-1,-1,10,6,2,0,7,10,5,10,1,1,1,1,370,2
11,11,1,0,0,0,2,4,3,1,5,1,7,1,17,-1,-1,-1,9,7,8,10,6,10,4,10,1,1,1,1,369,4
11,10,1,0,0,0,2,5,3,1,5,1,7,1,15,-1,-1,-1,9,5,8,9,6,9,4,9,1,1,1,1,568,2
11,9,1,0,0,0,2,5,3,1,5,1,7,1,14,-1,-1,-1,9,4,8,8,6,8,4,8,1,1,1,1,567,2
11,8,1,0,0,0,2,4,3,1,5,1,7,1,14,-1,-1,-1,9,4,8,7,6,7,4,7,1,1,1,1,566,2
11,7,1,0,0,0,3,4,3,1,5,1,7,1,12,-1,-1,-1,8,3,8,6,6,6,4,6,1,1,1,1,565,2
11,6,1,0,0,0,3,3,3,1,5,1,7,1,12,-1,-1,-1,8,3,8,5,6,5,4,5,1,1,1,1,564,2
11,5,1,0,0,0,2,3,3,1,5,1,7,1,12,-1,-1,-1,9,2,8,4,6,4,4,4,1,1,1,1,563,2
11,4,1,0,0,0,1,3,3,1,5,1,7,1,12,-1,-1,-1,10,1,8,3,6,3,4,3,1,1,1,1,562,2
11,3,1,0,0,0,1,3,3,1,5,1,7,1,11,-1,-1,-1,10,0,8,2,6,2,4,2,1,0,1,1,561,2
10,3,1,0,0,0,1,3,3,1,5,1,7,1,10,-1,-1,-1,9,0,7,2,5,2,3,2,1,0,1,1,560,4
9,3,1,0,0,0,1,3,3,1,5,1,7,1,9,-1,-1,-1,8,0,6,2,4,2,2,2,1,0,1,1,559,4
8,3,1,0,0,0,1,3,3,1,5,1,7,1,8,-1,-1,-1,7,0,5,2,3,2,1,2,1,0,1,1,558,4
7,3,1,0,0,0,1,4,3,1,5,1,7,1,8,-1,-1,-1,6,-1,4,2,2,2,0,2,1,0,1,1,557,4
7,4,1,0,0,0,1,4,3,1,5,1,7,1,7,-1,-1,-1,6,0,4,3,2,3,0,3,1,1,1,1,556,1
6,4,1,0,0,0,1,4,3,1,5,1,7,1,6,-1,-1,-1,5,0,3,3,1,3,-1,3,1,1,1,1,555,4
5,4,1,0,0,0,1,4,3,1,5,1,7,1,5,-1,-1,-1,4,0,2,3,0,3,-2,3,1,1,1,1,554,4
4,4,1,0,0,0,1,4,3,1,5,1,7,1,4,-1,-1,-1,3,0,1,3,-1,3,-3,3,1,1,1,1,553,4
3,4,1,0,0,0,2,4,3,1,5,1,7,1,2,-1,-1,-1,1,0,0,3,-2,3,-4,3,1,1,1,1,552,4
12,11,1,1,1,1,5,6,4,12,12,6,13,12,13,10,6,3,7,5,8,-1,0,5,-1,-1,1,1,1,1,0,1
12,12,1,1,1,1,6,6,4,13,12,7,13,12,13,10,6,2,6,6,8,-1,0,5,-1,0,1,1,1,1,-1,1
13,12,1,1,1,0,6,7,4,13,12,7,7,1,13,11,7,-1,7,5,9,-1,1,5,6,11,1,1,1,1,-2,3
13,11,1,1,1,0,7,7,5,13,13,7,7,1,11,11,5,-1,6,4,8,-2,0,4,6,10,1,1,1,1,197,2
13,10,1,1,1,0,7,6,6,13,13,6,7,1,11,11,5,-1,6,4,7,-3,0,4,6,9,1,1,1,1,196,2
13,9,1,1,1,0,7,7,6,14,13,6,7,1,9,13,4,-1,6,2,7,-5,0,3,6,8,1,1,1,1,195,2
13,8,1,1,1,0,7,7,7,14,14,6,7,1,8,13,4,-1,6,1,6,-6,-1,2,6,7,1,1,1,1,194,2
13,7,1,1,1,0,7,8,7,14,15,6,7,1,8,14,4,-1,6,-1,6,-7,-2,1,6,6,1,1,1,1,193,2
13,6,1,1,1,0,7,7,7,13,15,5,7,1,8,14,4,-1,6,-1,6,-7,-2,1,6,5,1,1,1,1,192,2
13,5,1,1,1,0,7,8,6,13,15,5,7,1,10,16,3,-1,6,-3,7,-8,-2,0,6,4,1,1,1,1,191,2
14,5,1,1,1,0,6,8,7,13,15,6,7,1,12,16,3,-1,8,-3,7,-8,-1,-1,7,4,1,1,1,1,190,3
14,6,1,1,1,0,5,8,8,13,15,5,7,1,12,14,3,-1,9,-2,6,-7,-1,1,7,5,1,1,1,1,189,1
14,5,1,1,1,0,4,8,7,13,16,5,7,1,14,16,3,-1,10,-3,7,-8,-2,0,7,4,1,1,1,1,188,2
15,5,1,1,1,0,4,7,7,12,17,5,7,1,14,16,3,-1,11,-2,8,-7,-2,0,8,4,1,1,1,1,187,3
16,5,1,1,1,0,5,7,6,12,17,6,7,1,14,18,3,-1,11,-2,10,-7,-1,-1,9,4,1,1,1,1,186,3
16,6,1,1,0,0,6,7,6,12,5,1,7,1,12,17,-1,-1,10,-1,10,-6,11,5,9,5,1,1,1,1,185,1
16,7,1,1,0,0,6,8,5,12,5,1,7,1,12,17,-1,-1,10,-1,11,-5,11,6,9,6,1,1,1,1,384,1
16,8,1,1,0,0,5,8,6,12,5,1,7,1,12,15,-1,-1,11,0,10,-4,11,7,9,7,1,1,1,1,383,1
15,8,1,1,0,0,5,8,6,13,5,1,7,1,11,15,-1,-1,10,0,9,-5,10,7,8,7,1,1,1,1,382,4
14,8,1,1,0,0,6,8,6,12,5,1,7,1,9,13,-1,-1,8,0,8,-4,9,7,7,7,1,1,1,1,381,4
13,8,1,1,0,0,6,7,6,12,5,1,7,1,9,12,-1,-1,7,1,7,-4,8,7,6,7,1,1,1,1,380,4
13,7,1,1,0,0,6,6,6,12,5,1,7,1,9,13,-1,-1,7,1,7,-5,8,6,6,6,1,1,1,1,379,2
13,6,1,1,0,0,6,6,5,12,5,1,7,1,8,15,-1,-1,7,0,8,-6,8,5,6,5,1,1,1,1,378,2
12,6,1,1,0,0,7,6,4,12,5,1,7,1,6,15,-1,-1,5,0,8,-6,7,5,5,5,1,1,1,1,377,4
11,6,1,1,0,0,8,6,4,13,5,1,7,1,4,15,-1,-1,3,0,7,-7,6,5,4,5,1,1,1,1,376,4
10,6,1,1,0,0,8,7,5,13,5,1,7,1,4,13,-1,-1,2,-1,5,-7,5,5,3,5,1,1,1,1,375,4
10,7,1,1,0,0,7,7,4,13,5,1,7,1,4,13,-1,-1,3,0,6,-6,5,6,3,6,1,1,1,1,374,1
9,7,1,1,0,0,6,7,5,13,5,1,7,1,4,11,-1,-1,3,0,4,-6,4,6,2,6,1,1,1,1,373,4
8,7,1,1,0,0,6,8,6,13,5,1,7,1,4,9,-1,-1,2,-1,2,-6,3,6,1,6,1,1,1,1,372,4
8,8,1,1,0,0,6,7,6,14,5,1,7,1,4,9,-1,-1,2,1,2,-6,3,7,1,7,1,1,1,1,371,1
8,7,1,1,0,0,6,7,5,14,5,1,7,1,3,11,-1,-1,2,0,3,-7,3,6,1,6,1,1,1,1,370,2
7,7,1,1,0,0,6,8,6,14,5,1,7,1,3,9,-1,-1,1,-1,1,-7,2,6,0,6,1,1,1,1,369,4
7,8,1,1,0,0,6,9,5,14,5,1,7,1,3,9,-1,-1,1,-1,2,-6,2,7,0,7,1,1,1,1,368,1
7,9,1,1,0,0,6,10,5,13,5,1,7,1,3,7,-1,-1,1,-1,2,-4,2,8,0,8,1,1,1,1,367,1
7,10,1,1,0,0,6,10,4,13,5,1,7,1,2,7,-1,-1,1,0,3,-3,2,9,0,9,1,1,1,1,366,1
6,10,0,1,0,0,1,1,5,13,5,1,7,1,-1,5,-1,-1,5,9,1,-3,1,9,-1,9,1,1,1,0,365,4
6,11,0,1,0,0,1,1,6,13,5,1,7,1,-1,3,-1,-1,5,10,0,-2,1,10,-1,10,1,1,1,1,564,1
6,12,0,1,0,0,1,1,7,13,5,1,7,1,-1,3,-1,-1,5,11,-1,-1,1,11,-1,11,1,1,1,1,563,1
6,13,0,1,0,0,1,1,7,12,5,1,7,1,-1,3,-1,-1,5,12,-1,1,1,12,-1,12,1,1,1,1,562,1
6,12,0,1,0,0,1,1,7,11,5,1,7,1,-1,3,-1,-1,5,11,-1,1,1,11,-1,11,1,1,1,1,561,2
6,11,0,1,0,0,1,1,8,11,5,1,7,1,-1,3,-1,-1,5,10,-2,0,1,10,-1,10,1,1,1,1,560,2
7,11,0,1,0,0,1,1,9,11,5,1,7,1,-1,3,-1,-1,6,10,-2,0,2,10,0,10,1,1,1,1,559,3
12,11,1,1,1,1,6,6,5,12,13,7,13,12,12,9,6,3,6,5,7,-1,-1,4,-1,-1,1,1,1,1,0,1
12,12,1,1,1,1,5,6,5,13,13,7,13,11,14,9,7,3,7,6,7,-1,-1,5,-1,1,1,1,1,1,-1,1
12,11,1,1,1,1,6,6,6,13,13,7,13,12,12,9,6,3,6,5,6,-2,-1,4,-1,-1,1,1,1,1,-2,2
12,12,1,1,1,1,7,6,6,14,12,7,13,12,12,9,6,2,5,6,6,-2,0,5,-1,0,1,1,1,1,-3,1
13,12,1,1,1,0,8,6,5,14,12,6,7,1,12,11,8,-1,5,6,8,-2,1,6,6,11,1,1,1,1,-4,3
13,11,1,1,1,0,9,6,5,14,12,6,7,1,10,12,7,-1,4,5,8,-3,1,5,6,10,1,1,1,1,195,2
13,10,1,1,1,0,9,6,5,13,12,7,7,1,9,12,5,-1,4,4,8,-3,1,3,6,9,1,1,1,1,194,2
13,9,1,1,1,0,9,7,5,14,11,7,7,1,7,14,5,-1,4,2,8,-5,2,2,6,8,1,1,1,1,193,2
13,8,1,1,1,0,10,7,6,14,12,7,7,1,5,14,3,-1,3,1,7,-6,1,1,6,7,1,1,1,1,192,2
13,7,1,1,1,0,10,8,6,14,11,7,7,1,5,15,3,-1,3,-1,7,-7,2,0,6,6,1,1,1,1,191,2
12,7,1,1,1,0,10,9,6,14,11,7,7,1,5,14,2,-1,2,-2,6,-7,1,0,5,6,1,1,1,1,190,4
11,7,1,1,0,0,10,10,6,13,5,1,7,1,5,12,-1,-1,1,-3,5,-6,6,6,4,6,1,1,1,1,189,4
11,8,1,1,0,0,10,9,6,13,5,1,7,1,3,11,-1,-1,1,-1,5,-5,6,7,4,7,1,1,1,1,388,1
11,9,1,1,0,0,9,9,5,13,5,1,7,1,3,11,-1,-1,2,0,6,-4,6,8,4,8,1,1,1,1,387,1
10,9,0,1,0,0,1,1,5,12,5,1,7,1,-1,9,-1,-1,9,8,5,-3,5,8,3,8,1,1,1,1,386,4
10,10,0,1,0,0,1,1,4,12,5,1,7,1,-1,9,-1,-1,9,9,6,-2,5,9,3,9,1,1,1,1,585,1
10,11,0,1,0,0,1,1,4,12,5,1,7,1,-1,8,-1,-1,9,10,6,-1,5,10,3,10,1,1,1,1,584,1
10,12,0,1,0,0,1,1,5,12,5,1,7,1,-1,6,-1,-1,9,11,5,0,5,11,3,11,1,1,1,1,583,1
9,12,0,1,0,0,1,1,6,12,5,1,7,1,-1,4,-1,-1,8,11,3,0,4,11,2,11,1,1,1,1,582,4
8,12,0,1,0,0,1,1,6,11,5,1,7,1,-1,4,-1,-1,7,11,2,1,3,11,1,11,1,1,1,1,581,4
8,11,0,1,0,0,1,1,7,11,5,1,7,1,-1,2,-1,-1,7,10,1,0,3,10,1,10,1,1,1,1,580,2
12,11,1,1,1,1,6,6,5,11,13,5,13,12,12,8,8,3,6,5,7,0,-1,6,-1,-1,1,1,1,1,0,1
12,12,1,1,1,0,7,6,6,11,13,5,7,1,12,8,9,-1,5,6,6,1,-1,7,5,11,1,1,1,1,-1,1
12,11,1,1,1,0,6,6,5,11,13,5,7,1,12,8,8,-1,6,5,7,0,-1,6,5,10,1,1,1,1,198,2
11,11,1,1,1,0,6,7,5,11,13,5,7,1,10,7,9,-1,5,4,6,0,-2,6,4,10,1,1,1,1,197,4
10,11,1,1,1,0,6,7,5,11,13,6,7,1,9,6,9,-1,4,4,5,0,-3,5,3,10,1,1,1,1,196,4
9,11,1,1,1,0,7,7,4,11,13,7,7,1,7,6,9,-1,2,4,5,0,-4,4,2,10,1,1,1,1,195,4
8,11,1,1,1,0,6,7,4,11,14,7,7,1,7,5,11,-1,2,4,4,0,-6,4,1,10,1,1,1,1,194,4
7,11,1,1,1,0,7,7,4,11,13,7,7,1,5,4,11,-1,0,4,3,0,-6,4,0,10,1,1,1,1,193,4
6,11,1,1,1,0,7,7,4,11,14,7,7,1,6,3,13,-1,-1,4,2,0,-8,4,-1,10,1,1,1,1,192,4
5,11,1,0,1,0,7,8,3,1,14,6,7,1,6,-1,15,-1,-2,3,2,10,-9,5,-2,10,1,0,1,1,191,4
6,11,1,0,1,0,6,8,3,1,14,6,7,1,4,-1,14,-1,0,3,3,10,-8,5,-1,10,1,1,1,1,390,3
6,10,1,0,1,0,7,8,3,1,14,6,7,1,4,-1,13,-1,-1,2,3,9,-8,4,-1,9,1,1,1,0,389,2
6,9,1,0,1,0,7,8,3,1,14,6,7,1,3,-1,12,-1,-1,1,3,8,-8,3,-1,8,1,1,1,1,388,2
6,8,1,0,1,0,7,7,3,1,14,6,7,1,3,-1,11,-1,-1,1,3,7,-8,2,-1,7,1,1,1,1,387,2
6,7,1,0,1,0,7,7,3,1,14,7,7,1,2,-1,9,-1,-1,0,3,6,-8,0,-1,6,1,1,1,1,386,2
7,7,0,0,1,0,1,1,3,1,14,6,7,1,-1,-1,9,-1,6,6,4,6,-7,1,0,6,1,1,1,1,385,3
7,6,0,0,1,0,1,1,3,1,14,5,7,1,-1,-1,9,-1,6,5,4,5,-7,1,0,5,1,1,1,1,584,2
7,5,0,0,1,0,1,1,3,1,14,6,7,1,-1,-1,9,-1,6,4,4,4,-7,-1,0,4,1,1,1,1,583,2
7,6,0,0,1,0,1,1,3,1,15,6,7,1,-1,-1,9,-1,6,5,4,5,-8,0,0,5,1,1,1,1,582,1
8,6,0,0,1,0,1,1,3,1,15,6,7,1,-1,-1,8,-1,7,5,5,5,-7,0,1,5,1,1,1,1,581,3
9,6,0,0,1,0,1,1,3,1,15,5,7,1,-1,-1,8,-1,8,5,6,5,-6,1,2,5,1,1,1,1,580,3
9,5,0,0,1,0,1,1,3,1,16,5,7,1,-1,-1,8,-1,8,4,6,4,-7,0,2,4,1,1,1,1,579,2
10,5,0,0,1,0,1,1,3,1,15,5,7,1,-1,-1,6,-1,9,4,7,4,-5,0,3,4,1,1,1,1,578,3
11,5,0,0,1,0,1,1,3,1,14,5,7,1,-1,-1,4,-1,10,4,8,4,-3,0,4,4,1,1,1,1,577,3
12,5,0,0,1,0,1,1,3,1,14,4,7,1,-1,-1,4,-1,11,4,9,4,-2,1,5,4,1,1,1,1,576,3
12,4,0,0,1,0,1,1,3,1,13,4,7,1,-1,-1,2,-1,11,3,9,3,-1,0,5,3,1,1,1,1,575,2
12,11,1,1,1,1,5,6,5,13,13,5,13,12,13,10,8,3,7,5,7,-2,-1,6,-1,-1,1,1,1,1,0,1
12,12,1,1,1,0,5,7,5,14,13,5,7,1,13,10,9,-1,7,5,7,-2,-1,7,5,11,1,1,1,1,-1,1
12,13,1,1,1,0,5,8,5,13,13,4,7,1,13,8,11,-1,7,5,7,0,-1,9,5,12,1,1,1,1,198,1
11,13,1,1,1,0,5,8,4,13,13,5,7,1,12,8,11,-1,6,5,7,0,-2,8,4,12,1,1,1,1,197,4
10,13,1,1,1,0,4,8,3,13,12,5,7,1,12,8,11,-1,6,5,7,0,-2,8,3,12,1,1,1,1,196,4
9,13,1,1,1,0,4,9,3,14,12,6,7,1,10,8,11,-1,5,4,6,-1,-3,7,2,12,1,1,1,1,195,4
9,14,1,1,1,0,4,9,3,13,11,6,7,1,11,8,11,-1,5,5,6,1,-2,8,2,13,0,1,1,1,194,1
9,13,1,1,1,0,4,9,3,14,11,5,7,1,10,8,11,-1,5,4,6,-1,-2,8,2,12,1,1,1,1,193,2
9,14,1,1,1,0,4,9,2,14,11,5,7,1,11,8,12,-1,5,5,7,0,-2,9,2,13,0,1,1,1,192,1
